订单ID,日期,客户ID,商品类别,单价,数量,地区,支付方式
ORD00358,2025-01-01 11:41:00,C991,家居,83.4,4,华东,微信
ORD00359,2025-01-01 11:42:00,C4142,图书,66.47,3,华东,现金
ORD00360,2025-01-01 11:42:00,C4364,电子产品,10.02,9,华南,支付宝
ORD00361,2025-01-01 11:42:00,C4465,家居,78.69,6,西南,现金
ORD00362,2025-01-01 11:43:00,C635,食品,77.22,1,华东,现金
ORD00363,2025-01-01 11:43:00,C1693,图书,55.88,3,华南,现金
ORD00364,2025-01-01 11:45:00,C1682,食品,91.26,1,华南,微信
ORD00365,2025-01-01 11:45:00,C4752,食品,91.76,3,西南,信用卡
ORD00366,2025-01-01 11:46:00,C119,家居,57.15,2,华东,信用卡
ORD00367,2025-01-01 11:46:00,C830,食品,64.72,5,华东,微信
ORD00368,2025-01-01 11:46:00,C3675,电子产品,99.69,3,东北,现金
ORD00369,2025-01-01 11:48:00,C1369,食品,36.89,7,华东,支付宝
ORD00370,2025-01-01 11:48:00,C740,家居,39.22,-1,华南,微信
ORD00371,2025-01-01 11:48:00,C116,食品,26.45,7,华北,现金
ORD00372,2025-01-01 11:48:00,C2838,图书,90.63,2,西南,微信
ORD00373,2025-01-01 11:48:00,C1150,图书,77.0,7,华北,信用卡
ORD00374,2025-01-01 11:49:00,C1931,图书,19.51,3,华东,信用卡
ORD00375,2025-01-01 11:50:00,C1012,服装,98.36,7,华南,信用卡
ORD00376,2025-01-01 11:52:00,,图书,75.79,1,华北,现金
ORD00377,2025-01-01 11:53:00,C1081,图书,86.55,2,西南,微信
ORD00378,2025-01-01 11:53:00,C4729,服装,14.33,1,东北,现金
ORD00379,2025-01-01 11:53:00,C512,图书,55.45,9,华北,微信
ORD00380,2025-01-01 11:53:00,C2849,家居,72.87,2,东北,支付宝
ORD00381,2025-01-01 11:54:00,C559,图书,58.87,2,华东,信用卡
ORD00382,2025-01-01 11:54:00,C3672,图书,70.0,6,华东,支付宝
ORD00383,2025-01-01 11:55:00,C4583,服装,83.61,7,西南,信用卡
ORD00384,2025-01-01 11:56:00,C4992,家居,43.69,2,东北,支付宝
ORD00385,2025-01-01 11:56:00,C3343,食品,86.38,4,东北,现金
ORD00386,2025-01-01 11:57:00,C4070,电子产品,24.66,3,西南,信用卡
ORD00387,2025-01-01 11:58:00,C4799,家居,34.38,5,华北,现金
ORD00388,2025-01-01 11:59:00,C1470,食品,13.9,9,西南,现金
ORD00389,2025-01-01 12:00:00,C580,家居,42.8,2,华东,微信
ORD00390,2025-01-01 12:00:00,C2294,食品,44.19,5,东北,信用卡
ORD00391,2025-01-01 12:01:00,C3147,食品,82.47,8,华南,支付宝
ORD00392,2025-01-01 12:01:00,C4249,家居,68.78,6,华南,支付宝
ORD00393,2025-01-01 12:01:00,C1679,服装,49.31,4,华东,信用卡
ORD00394,2025-01-01 12:02:00,C3506,家居,68.69,8,东北,微信
ORD00395,2025-01-01 12:02:00,C2744,家居,14.75,3,东北,信用卡
ORD00396,2025-01-01 12:03:00,C3356,食品,26.22,4,西南,现金
ORD00397,2025-01-01 12:05:00,C4045,电子产品,66.43,9,华北,微信
ORD00398,2025-01-01 12:06:00,C1243,食品,67.72,5,西南,现金
ORD00399,2025-01-01 12:06:00,C3118,图书,79.67,6,华南,信用卡
ORD00400,2025-01-01 12:06:00,C2141,家居,46.27,-1,东北,微信
ORD00401,2025-01-01 12:07:00,C3059,家居,75.03,9,华北,信用卡
ORD00402,2025-01-01 12:07:00,C4548,服装,71.56,8,西南,信用卡
ORD00403,2025-01-01 12:07:00,C2959,食品,96.71,7,华北,微信
ORD00404,2025-01-01 12:07:00,,服装,29.36,9,华南,微信
ORD00405,2025-01-01 12:08:00,C2479,家居,59.65,5,华北,信用卡
ORD00406,2025-01-01 12:08:00,C4646,食品,64.16,5,东北,支付宝
ORD00407,2025-01-01 12:08:00,C1635,食品,99.88,9,华北,微信
ORD00408,2025-01-01 12:09:00,C1757,图书,28.11,5,华北,支付宝
ORD00409,2025-01-01 12:13:00,C4452,图书,57.09,9,西南,支付宝
ORD00410,2025-01-01 12:13:00,C2070,电子产品,41.16,1,华北,支付宝
ORD00411,2025-01-01 12:13:00,,图书,57.33,8,华北,支付宝
ORD00412,2025-01-01 12:13:00,C3251,食品,30.89,3,华南,现金
ORD00413,2025-01-01 12:15:00,C3730,图书,14.29,8,华北,信用卡
ORD00414,2025-01-01 12:16:00,C2489,电子产品,,5,西南,微信
ORD00415,2025-01-01 12:16:00,C1631,家居,40.23,2,西南,信用卡
ORD00416,2025-01-01 12:16:00,C2816,图书,26.37,9,东北,信用卡
ORD00417,2025-01-01 12:17:00,C1015,食品,39.15,4,华南,信用卡
ORD00418,2025-01-01 12:18:00,C1348,家居,14.44,7,华东,信用卡
ORD00419,2025-01-01 12:18:00,C4611,食品,95.54,8,东北,信用卡
ORD00420,2025-01-01 12:19:00,C3087,家居,62.3,7,华北,微信
ORD00421,2025-01-01 12:19:00,C2839,食品,83.33,6,华南,信用卡
ORD00422,2025-01-01 12:20:00,C335,图书,48.08,7,东北,信用卡
ORD00423,2025-01-01 12:20:00,C4592,图书,91.3,4,西南,信用卡
ORD00424,2025-01-01 12:20:00,C895,电子产品,53.5,1,华南,现金
ORD00425,2025-01-01 12:22:00,C3546,家居,61.66,5,华南,支付宝
ORD00426,2025-01-01 12:23:00,C851,电子产品,54.26,8,华北,现金
ORD00427,2025-01-01 12:23:00,C1687,服装,76.0,6,华南,信用卡
ORD00428,2025-01-01 12:24:00,C1931,图书,,5,华南,现金
ORD00429,2025-01-01 12:24:00,C3746,家居,34.44,2,华东,微信
ORD00430,2025-01-01 12:25:00,C2427,电子产品,23.1,5,华北,微信
ORD00431,2025-01-01 12:28:00,C1568,电子产品,64.55,3,华南,微信
ORD00432,2025-01-01 12:29:00,,服装,54.03,2,华南,支付宝
ORD00433,2025-01-01 12:29:00,C2738,电子产品,18.64,3,华东,微信
ORD00434,2025-01-01 12:29:00,,食品,45.61,4,华东,支付宝
ORD00435,2025-01-01 12:30:00,C3913,图书,56.33,2,西南,微信
ORD00436,2025-01-01 12:32:00,C1066,电子产品,84.42,-1,华北,现金
ORD00437,2025-01-01 12:33:00,C4380,电子产品,16.85,4,华东,现金
ORD00438,2025-01-01 12:33:00,C2444,服装,41.36,6,华南,现金
ORD00439,2025-01-01 12:34:00,C4107,食品,84.04,5,华东,现金
ORD00440,2025-01-01 12:34:00,C3373,电子产品,68.36,7,东北,支付宝
ORD00441,2025-01-01 12:35:00,C3969,图书,36.1,7,西南,微信
ORD00442,2025-01-01 12:36:00,C2546,图书,86.08,3,西南,信用卡
ORD00443,2025-01-01 12:36:00,C753,电子产品,54.4,9,华北,现金
ORD00444,2025-01-01 12:37:00,C2082,食品,54.85,7,西南,微信
ORD00445,2025-01-01 12:39:00,C2774,图书,97.89,7,华北,微信
ORD00446,2025-01-01 12:40:00,C2896,图书,95.24,2,东北,微信
ORD00447,2025-01-01 12:41:00,C4185,食品,,3,华南,信用卡
ORD00448,2025-01-01 12:41:00,C775,食品,22.65,3,东北,现金
ORD00449,2025-01-01 12:42:00,C1625,电子产品,39.31,6,华北,支付宝
ORD00450,2025-01-01 12:42:00,,家居,12.74,4,华北,支付宝
ORD00451,2025-01-01 12:43:00,C417,服装,11.87,4,华北,信用卡
ORD00452,2025-01-01 12:44:00,C114,家居,45.6,1,华南,信用卡
ORD00453,2025-01-01 12:48:00,C616,家居,94.69,6,华北,支付宝
ORD00454,2025-01-01 12:48:00,C3974,图书,88.42,8,东北,支付宝
ORD00455,2025-01-01 12:48:00,C3267,食品,56.03,8,华南,现金
ORD00456,2025-01-01 12:48:00,C825,图书,60.87,8,东北,支付宝
ORD00457,2025-01-01 12:49:00,C1516,服装,10.53,5,华南,支付宝
ORD00458,2025-01-01 12:49:00,C3146,电子产品,29.4,6,华北,支付宝
ORD00459,2025-01-01 12:51:00,C412,服装,12.23,5,华南,信用卡
ORD00460,2025-01-01 12:51:00,C728,图书,77.91,4,华东,支付宝
ORD00461,2025-01-01 12:52:00,C3348,图书,23.11,4,东北,支付宝
ORD00462,2025-01-01 12:53:00,C2808,图书,88.21,4,华东,现金
ORD00463,2025-01-01 12:53:00,C675,图书,67.9,4,华东,微信
ORD00464,2025-01-01 12:53:00,C3465,家居,30.65,6,华北,信用卡
ORD00465,2025-01-01 12:54:00,C2504,电子产品,24.19,6,华北,信用卡
ORD00466,2025-01-01 12:57:00,C2967,家居,66.49,5,华东,现金
ORD00467,2025-01-01 12:57:00,C2786,图书,91.08,9,华南,支付宝
ORD00468,2025-01-01 12:58:00,C1122,食品,74.65,8,华北,微信
ORD00469,2025-01-01 12:58:00,C4079,家居,41.37,6,东北,现金
ORD00470,2025-01-01 12:58:00,C1571,图书,62.86,9,华东,微信
ORD00471,2025-01-01 12:59:00,,图书,37.97,5,东北,支付宝
ORD00472,2025-01-01 12:59:00,C1687,电子产品,99.92,4,东北,微信
ORD00473,2025-01-01 13:00:00,C4132,服装,77.4,6,东北,现金
ORD00474,2025-01-01 13:01:00,C3851,家居,65.29,4,华东,支付宝
ORD00475,2025-01-01 13:01:00,,家居,48.09,8,西南,信用卡
ORD00476,2025-01-01 13:01:00,C3766,家居,,7,华北,微信
ORD00477,2025-01-01 13:03:00,C2326,图书,40.75,5,东北,支付宝
ORD00478,2025-01-01 13:04:00,C2914,电子产品,12.6,6,华东,支付宝
ORD00479,2025-01-01 13:05:00,C4968,图书,45.56,7,西南,现金
ORD00480,2025-01-01 13:06:00,C3952,图书,93.74,2,华东,支付宝
ORD00481,2025-01-01 13:06:00,C595,食品,66.37,9,华北,现金
ORD00482,2025-01-01 13:06:00,C728,电子产品,17.56,7,华东,信用卡
ORD00483,2025-01-01 13:06:00,C1365,家居,89.65,8,华南,微信
ORD00484,2025-01-01 13:06:00,C4492,服装,34.2,5,华南,信用卡
ORD00485,2025-01-01 13:07:00,C698,家居,31.94,3,东北,现金
ORD00486,2025-01-01 13:09:00,C395,图书,36.74,2,华东,信用卡
ORD00487,2025-01-01 13:09:00,C4171,电子产品,61.95,2,华东,微信
ORD00488,2025-01-01 13:11:00,C4360,电子产品,59.02,3,东北,信用卡
ORD00489,2025-01-01 13:11:00,C2502,电子产品,54.23,1,东北,支付宝
ORD00490,2025-01-01 13:12:00,,食品,74.58,1,西南,微信
ORD00491,2025-01-01 13:12:00,C717,家居,38.49,7,华东,信用卡
ORD00492,2025-01-01 13:12:00,C2782,食品,80.39,8,华北,微信
ORD00493,2025-01-01 13:15:00,C4946,服装,25.78,6,华北,信用卡
ORD00494,2025-01-01 13:16:00,C3577,图书,80.44,7,华北,支付宝
ORD00495,2025-01-01 13:17:00,C143,食品,69.74,1,东北,现金
ORD00496,2025-01-01 13:17:00,C4980,食品,71.49,1,东北,信用卡
ORD00497,2025-01-01 13:17:00,C3140,图书,53.34,9,东北,微信
ORD00498,2025-01-01 13:19:00,C4491,电子产品,70.03,5,华北,信用卡
ORD00499,2025-01-01 13:19:00,C2938,图书,17.18,7,西南,现金
ORD00500,2025-01-01 13:21:00,C3636,家居,86.64,6,华南,支付宝
ORD00501,2025-01-01 13:21:00,C3222,图书,15.0,4,华东,支付宝
ORD00502,2025-01-01 13:21:00,C1167,电子产品,23.39,1,华南,现金
ORD00503,2025-01-01 13:22:00,C2616,图书,61.91,4,华东,支付宝
ORD00504,2025-01-01 13:22:00,C1062,食品,76.55,8,东北,信用卡
ORD00505,2025-01-01 13:22:00,C2156,服装,16.86,1,华北,微信
ORD00506,2025-01-01 13:23:00,C2982,食品,92.87,2,华南,信用卡
ORD00507,2025-01-01 13:24:00,C3294,服装,97.62,8,东北,现金
ORD00508,2025-01-01 13:25:00,C4729,图书,64.54,2,华东,信用卡
ORD00509,2025-01-01 13:25:00,C1156,家居,53.31,9,华南,信用卡
ORD00510,2025-01-01 13:25:00,C732,图书,76.73,3,华南,现金
ORD00511,2025-01-01 13:26:00,,电子产品,39.55,3,华南,微信
ORD00512,2025-01-01 13:26:00,C4846,图书,54.39,6,华南,支付宝
ORD00513,2025-01-01 13:27:00,C953,服装,92.45,3,华南,现金
ORD00514,2025-01-01 13:27:00,C2539,食品,96.01,9,东北,支付宝
ORD00515,2025-01-01 13:27:00,C3324,家居,93.44,8,华东,支付宝
ORD00516,2025-01-01 13:30:00,C3301,图书,33.62,4,华东,现金
ORD00517,2025-01-01 13:31:00,C1542,图书,30.92,6,西南,微信
ORD00518,2025-01-01 13:31:00,,食品,36.79,8,华北,现金
ORD00519,2025-01-01 13:31:00,C2993,家居,49.72,4,华南,现金
ORD00520,2025-01-01 13:31:00,,图书,38.28,5,华东,信用卡
ORD00521,2025-01-01 13:32:00,C1217,图书,43.68,7,华北,信用卡
ORD00522,2025-01-01 13:34:00,C1540,服装,65.86,8,华北,现金
ORD00523,2025-01-01 13:34:00,C3236,服装,78.63,7,东北,信用卡
ORD00524,2025-01-01 13:35:00,C2386,电子产品,,8,华南,微信
ORD00525,2025-01-01 13:36:00,C3719,食品,83.3,4,西南,信用卡
ORD00526,2025-01-01 13:37:00,C1388,家居,12.9,1,华北,微信
ORD00527,2025-01-01 13:38:00,C1856,图书,14.3,6,东北,支付宝
ORD00528,2025-01-01 13:39:00,C1365,图书,81.04,5,华南,支付宝
ORD00529,2025-01-01 13:40:00,C499,电子产品,57.98,4,华东,微信
ORD00530,2025-01-01 13:40:00,C1680,图书,62.03,2,西南,支付宝
ORD00531,2025-01-01 13:41:00,C510,食品,14.73,1,华南,微信
ORD00532,2025-01-01 13:44:00,C4312,电子产品,32.98,9,东北,现金
ORD00533,2025-01-01 13:44:00,C1324,食品,67.45,2,东北,信用卡
ORD00534,2025-01-01 13:45:00,C1155,电子产品,87.33,9,东北,支付宝
ORD00535,2025-01-01 13:46:00,C1827,图书,92.53,6,东北,支付宝
ORD00536,2025-01-01 13:46:00,C3141,电子产品,55.04,6,东北,现金
ORD00537,2025-01-01 13:46:00,C3486,服装,59.09,2,西南,信用卡
ORD00538,2025-01-01 13:46:00,C1810,家居,84.97,6,华北,信用卡
ORD00539,2025-01-01 13:48:00,C2923,图书,58.39,3,华北,微信
ORD00540,2025-01-01 13:49:00,C2214,家居,56.52,7,华东,支付宝
ORD00541,2025-01-01 13:49:00,C4186,图书,91.46,4,华北,信用卡
ORD00542,2025-01-01 13:49:00,C713,家居,81.09,9,东北,支付宝
ORD00543,2025-01-01 13:49:00,C3602,服装,91.82,5,华北,支付宝
ORD00544,2025-01-01 13:49:00,C4134,家居,29.64,3,华北,支付宝
ORD00545,2025-01-01 13:50:00,C3522,电子产品,57.19,1,东北,支付宝
ORD00546,2025-01-01 13:50:00,C4268,家居,85.82,1,西南,微信
ORD00547,2025-01-01 13:51:00,C4748,图书,20.0,4,东北,信用卡
ORD00548,2025-01-01 13:51:00,C4849,食品,81.52,-1,华北,支付宝
ORD00549,2025-01-01 13:52:00,C1243,家居,26.47,9,华北,信用卡
ORD00550,2025-01-01 13:53:00,C3709,家居,82.73,8,华东,现金
ORD00551,2025-01-01 13:53:00,C1081,家居,65.08,4,东北,现金
ORD00552,2025-01-01 13:54:00,C455,图书,27.39,6,华东,信用卡
ORD00553,2025-01-01 13:54:00,C4924,家居,52.6,7,华东,微信
ORD00554,2025-01-01 13:54:00,C894,图书,71.37,8,华南,微信
ORD00555,2025-01-01 13:55:00,C1384,图书,67.05,4,华东,现金
ORD00556,2025-01-01 13:56:00,C1958,食品,48.45,1,华北,支付宝
ORD00557,2025-01-01 13:56:00,C3072,电子产品,90.94,5,华北,现金
ORD00558,2025-01-01 13:57:00,C1996,图书,56.73,1,华南,支付宝
ORD00559,2025-01-01 13:58:00,C4285,服装,55.53,4,华南,现金
ORD00560,2025-01-01 13:59:00,C504,家居,15.6,7,东北,现金
ORD00561,2025-01-01 13:59:00,C1214,服装,92.99,7,华南,微信
ORD00562,2025-01-01 13:59:00,C1531,家居,25.94,1,西南,信用卡
ORD00563,2025-01-01 13:59:00,C3440,食品,57.55,9,华北,信用卡
ORD00564,2025-01-01 14:00:00,C823,图书,82.32,2,华北,现金
ORD00565,2025-01-01 14:01:00,C928,电子产品,29.39,5,华南,微信
ORD00566,2025-01-01 14:01:00,C133,图书,57.46,6,华南,支付宝
ORD00567,2025-01-01 14:02:00,C2105,家居,31.66,1,华北,现金
ORD00568,2025-01-01 14:02:00,C3627,电子产品,78.37,2,华南,支付宝
ORD00569,2025-01-01 14:02:00,C4780,图书,60.79,7,东北,支付宝
ORD00570,2025-01-01 14:03:00,,电子产品,87.04,6,华南,微信
ORD00571,2025-01-01 14:03:00,C4910,家居,90.51,6,华南,微信
ORD00572,2025-01-01 14:04:00,C4175,食品,68.39,6,东北,信用卡
ORD00573,2025-01-01 14:04:00,C2933,食品,75.29,7,东北,微信
ORD00574,2025-01-01 14:05:00,C3284,图书,59.43,9,东北,现金
ORD00575,2025-01-01 14:05:00,C4298,服装,44.6,9,华北,现金
ORD00576,2025-01-01 14:05:00,C2811,家居,68.33,2,华南,支付宝
ORD00577,2025-01-01 14:05:00,C1250,图书,91.75,2,东北,信用卡
ORD00578,2025-01-01 14:06:00,C3512,图书,47.5,5,东北,支付宝
ORD00579,2025-01-01 14:07:00,,食品,38.3,7,华北,支付宝
ORD00580,2025-01-01 14:08:00,C3376,电子产品,44.96,3,西南,信用卡
ORD00581,2025-01-01 14:08:00,C3486,家居,49.19,3,华南,支付宝
ORD00582,2025-01-01 14:08:00,C3584,电子产品,16.62,4,西南,信用卡
ORD00583,2025-01-01 14:08:00,C1396,家居,,3,西南,支付宝
ORD00584,2025-01-01 14:09:00,C3637,服装,54.49,3,东北,支付宝
ORD00585,2025-01-01 14:09:00,,食品,62.96,8,华北,信用卡
ORD00586,2025-01-01 14:09:00,C2703,服装,42.65,7,华南,现金
ORD00587,2025-01-01 14:11:00,C470,图书,65.18,7,华南,支付宝
ORD00588,2025-01-01 14:11:00,C1353,食品,89.04,2,华南,支付宝
ORD00589,2025-01-01 14:12:00,C2783,图书,95.99,9,西南,现金
ORD00590,2025-01-01 14:12:00,C2831,服装,62.53,6,华东,信用卡
ORD00591,2025-01-01 14:12:00,C357,家居,13.83,3,华北,信用卡
ORD00592,2025-01-01 14:15:00,C3019,图书,97.23,9,华东,现金
ORD00593,2025-01-01 14:16:00,C667,电子产品,73.53,9,西南,信用卡
ORD00594,2025-01-01 14:17:00,C4468,家居,40.24,6,东北,微信
ORD00595,2025-01-01 14:18:00,C1145,家居,23.24,6,华东,支付宝
ORD00596,2025-01-01 14:18:00,C4185,服装,22.91,8,华东,信用卡
ORD00597,2025-01-01 14:21:00,C3719,服装,25.1,8,华北,现金
ORD00598,2025-01-01 14:22:00,C2745,食品,14.1,6,西南,支付宝
ORD00599,2025-01-01 14:23:00,,食品,91.19,7,华北,现金
ORD00600,2025-01-01 14:23:00,C2779,电子产品,58.67,4,东北,信用卡
ORD00601,2025-01-01 14:23:00,C4964,家居,73.0,1,华南,现金
ORD00602,2025-01-01 14:24:00,C4136,电子产品,84.53,4,西南,现金
ORD00603,2025-01-01 14:24:00,C4835,电子产品,81.24,8,东北,支付宝
ORD00604,2025-01-01 14:24:00,C3775,服装,89.43,8,东北,支付宝
ORD00605,2025-01-01 14:24:00,C2508,电子产品,97.05,2,华东,信用卡
ORD00606,2025-01-01 14:25:00,C2779,电子产品,49.52,7,华北,现金
ORD00607,2025-01-01 14:26:00,C924,图书,95.53,1,华东,现金
ORD00608,2025-01-01 14:26:00,,食品,75.1,2,华东,信用卡
ORD00609,2025-01-01 14:29:00,C1581,食品,16.36,8,华南,现金
ORD00610,2025-01-01 14:29:00,C3324,家居,71.36,4,华北,现金
ORD00611,2025-01-01 14:30:00,C4485,食品,71.8,3,华南,现金
ORD00612,2025-01-01 14:30:00,C255,家居,91.53,2,东北,现金
ORD00613,2025-01-01 14:30:00,C4804,图书,43.56,6,华南,微信
ORD00614,2025-01-01 14:31:00,C1838,食品,62.64,-1,东北,信用卡
ORD00615,2025-01-01 14:31:00,C1944,图书,11.1,3,华东,信用卡
ORD00616,2025-01-01 14:31:00,C009,食品,39.89,3,华南,现金
ORD00617,2025-01-01 14:31:00,C2871,食品,15.6,3,华北,信用卡
ORD00618,2025-01-01 14:32:00,,图书,56.97,8,华南,微信
ORD00619,2025-01-01 14:33:00,C4972,电子产品,83.57,9,东北,现金
ORD00620,2025-01-01 14:34:00,C1015,电子产品,28.58,9,西南,支付宝
ORD00621,2025-01-01 14:34:00,C1824,电子产品,57.47,5,华北,微信
ORD00622,2025-01-01 14:35:00,C4469,电子产品,28.36,1,东北,支付宝
ORD00623,2025-01-01 14:35:00,C3136,食品,20.86,5,西南,信用卡
ORD00624,2025-01-01 14:35:00,C2193,服装,55.99,1,华北,信用卡
ORD00625,2025-01-01 14:35:00,C223,图书,17.12,9,西南,信用卡
ORD00626,2025-01-01 14:36:00,C4948,服装,62.86,8,华东,现金
ORD00627,2025-01-01 14:36:00,C4158,服装,12.82,7,华东,微信
ORD00628,2025-01-01 14:36:00,C3925,家居,19.6,2,华南,微信
ORD00629,2025-01-01 14:39:00,C4784,电子产品,59.5,2,华南,现金
ORD00630,2025-01-01 14:41:00,C4000,食品,63.23,4,华南,现金
ORD00631,2025-01-01 14:42:00,C1633,电子产品,12.61,9,华南,信用卡
ORD00632,2025-01-01 14:42:00,C2152,电子产品,61.6,9,西南,微信
ORD00633,2025-01-01 14:43:00,C510,服装,85.47,8,华北,信用卡
ORD00634,2025-01-01 14:43:00,C384,家居,75.01,5,华北,微信
ORD00635,2025-01-01 14:43:00,C404,电子产品,21.81,7,华南,现金
ORD00636,2025-01-01 14:43:00,C4613,图书,63.32,9,华东,信用卡
ORD00637,2025-01-01 14:44:00,C4571,图书,70.5,3,东北,微信
ORD00638,2025-01-01 14:44:00,C2000,电子产品,13.35,4,华南,现金
ORD00639,2025-01-01 14:45:00,C2756,服装,86.98,2,华南,支付宝
ORD00640,2025-01-01 14:46:00,C1668,服装,91.56,9,华东,信用卡
ORD00641,2025-01-01 14:47:00,C1460,食品,86.54,7,东北,微信
ORD00642,2025-01-01 14:47:00,C3636,家居,84.22,6,西南,微信
ORD00643,2025-01-01 14:48:00,C2724,服装,77.05,5,西南,信用卡
ORD00644,2025-01-01 14:48:00,C4809,食品,67.01,7,东北,微信
ORD00645,2025-01-01 14:48:00,C4178,图书,71.08,3,东北,支付宝
ORD00646,2025-01-01 14:48:00,C2048,图书,82.58,5,西南,支付宝
ORD00647,2025-01-01 14:48:00,C4146,图书,69.62,2,华南,微信
ORD00648,2025-01-01 14:49:00,C4780,电子产品,39.5,5,华南,信用卡
ORD00649,2025-01-01 14:49:00,,家居,,7,华东,微信
ORD00650,2025-01-01 14:50:00,C4544,食品,90.74,7,东北,微信
ORD00651,2025-01-01 14:50:00,C4976,家居,11.54,9,华南,支付宝
ORD00652,2025-01-01 14:51:00,C4583,电子产品,,3,华南,现金
ORD00653,2025-01-01 14:53:00,C1823,食品,95.93,8,华东,现金
ORD00654,2025-01-01 14:54:00,C2081,食品,73.56,5,东北,微信
ORD00655,2025-01-01 14:55:00,C3419,服装,99.45,7,华东,信用卡
ORD00656,2025-01-01 14:56:00,C1574,家居,71.88,1,华东,支付宝
ORD00657,2025-01-01 14:56:00,C249,家居,13.09,1,西南,现金
ORD00658,2025-01-01 14:57:00,C673,服装,84.43,4,华东,微信
ORD00659,2025-01-01 14:57:00,C4533,图书,35.62,5,东北,信用卡
ORD00660,2025-01-01 14:58:00,C2165,电子产品,50.15,3,华南,支付宝
ORD00661,2025-01-01 14:58:00,C770,家居,38.09,6,华南,现金
ORD00662,2025-01-01 14:58:00,C3962,服装,34.17,3,西南,现金
ORD00663,2025-01-01 14:58:00,C4363,食品,,5,东北,现金
ORD00664,2025-01-01 14:59:00,C1984,服装,44.09,1,华南,信用卡
ORD00665,2025-01-01 14:59:00,C1077,图书,67.0,3,华东,信用卡
ORD00666,2025-01-01 14:59:00,C235,电子产品,83.18,7,华北,信用卡
ORD00667,2025-01-01 15:00:00,C388,图书,36.74,3,华北,微信
ORD00668,2025-01-01 15:00:00,C3037,食品,29.23,5,华北,支付宝
ORD00669,2025-01-01 15:01:00,C4858,食品,70.02,7,华北,微信
ORD00670,2025-01-01 15:02:00,C1848,食品,70.33,2,华东,支付宝
ORD00671,2025-01-01 15:03:00,C4719,食品,91.1,3,华南,信用卡
ORD00672,2025-01-01 15:03:00,C2814,服装,11.44,4,西南,现金
ORD00673,2025-01-01 15:04:00,C3374,食品,86.77,5,华东,信用卡
ORD00674,2025-01-01 15:05:00,C3278,食品,56.89,9,华南,微信
ORD00675,2025-01-01 15:05:00,C1252,服装,65.92,9,东北,信用卡
ORD00676,2025-01-01 15:06:00,C3981,食品,18.22,4,华南,信用卡
ORD00677,2025-01-01 15:06:00,C4673,图书,48.94,9,华南,信用卡
ORD00678,2025-01-01 15:06:00,C2122,图书,30.46,4,华南,现金
ORD00679,2025-01-01 15:07:00,C4530,家居,32.88,2,华东,支付宝
ORD00680,2025-01-01 15:08:00,C2150,图书,55.37,1,华南,支付宝
ORD00681,2025-01-01 15:08:00,C4859,电子产品,83.12,7,华南,微信
ORD00682,2025-01-01 15:08:00,C1329,电子产品,76.94,4,东北,支付宝
