edible,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
edible,convex,smooth,white,True,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,meadows
edible,convex,scaly,white,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,meadows
edible,flat,smooth,white,True,almond,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods
edible,convex,scaly,yellow,True,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses
edible,bell,smooth,white,True,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses
edible,convex,smooth,white,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,numerous,grasses
edible,convex,fibrous,white,False,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses
edible,flat,scaly,brown,True,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,black,solitary,paths
poisonous,convex,smooth,white,True,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,several,urban
edible,bell,smooth,white,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,grasses
edible,bell,smooth,white,True,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,meadows
edible,bell,scaly,white,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,grasses
edible,bell,scaly,white,True,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,numerous,grasses
edible,convex,smooth,yellow,True,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses
edible,bell,smooth,white,True,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,numerous,meadows
edible,convex,fibrous,yellow,True,almond,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods
edible,convex,fibrous,gray,False,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,solitary,urban
edible,flat,scaly,yellow,True,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,brown,scattered,grasses
edible,bell,smooth,white,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,numerous,meadows
edible,convex,smooth,yellow,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses
edible,convex,scaly,yellow,True,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses
edible,convex,scaly,white,True,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses
edible,sunken,fibrous,gray,False,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,several,urban
edible,convex,smooth,white,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,meadows
poisonous,convex,smooth,white,True,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses
edible,convex,scaly,yellow,True,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,brown,scattered,grasses
edible,flat,fibrous,white,True,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods
edible,convex,scaly,white,True,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,numerous,meadows
edible,bell,scaly,white,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses
edible,convex,smooth,white,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,grasses
edible,convex,smooth,yellow,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses
poisonous,convex,scaly,brown,True,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,several,urban
edible,bell,smooth,yellow,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,grasses
edible,convex,fibrous,gray,False,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,urban
poisonous,convex,scaly,white,True,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,urban
edible,convex,scaly,yellow,True,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,brown,solitary,paths
edible,flat,fibrous,brown,False,none,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,several,urban
edible,bell,smooth,white,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,grasses
edible,convex,fibrous,white,True,anise,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods
edible,convex,scaly,white,True,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses
edible,bell,scaly,yellow,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses
edible,convex,scaly,yellow,True,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,black,scattered,grasses
edible,flat,scaly,yellow,True,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,black,scattered,paths
edible,flat,scaly,yellow,True,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,black,solitary,paths
edible,convex,smooth,white,True,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses
edible,convex,smooth,white,True,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,meadows
poisonous,convex,smooth,white,True,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,several,urban
edible,flat,fibrous,white,True,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,purple,several,woods
edible,convex,smooth,white,True,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses
edible,convex,smooth,white,True,anise,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,purple,several,woods
edible,convex,scaly,white,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,meadows
edible,flat,scaly,yellow,True,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,black,solitary,paths
edible,convex,smooth,brown,False,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses
edible,flat,scaly,yellow,True,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,brown,solitary,grasses
poisonous,convex,smooth,brown,True,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses
edible,sunken,fibrous,brown,False,none,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,several,urban
edible,bell,scaly,yellow,True,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,meadows
edible,bell,smooth,white,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses
edible,bell,scaly,white,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,meadows
edible,flat,fibrous,brown,False,none,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,several,urban
edible,convex,smooth,white,True,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,numerous,meadows
edible,bell,scaly,white,True,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,numerous,grasses
edible,bell,scaly,white,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,meadows
edible,flat,scaly,brown,True,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,brown,scattered,grasses
poisonous,convex,scaly,white,True,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,several,grasses
edible,convex,smooth,white,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,grasses
edible,convex,scaly,white,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,meadows
edible,flat,fibrous,white,True,anise,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,purple,several,woods
edible,flat,fibrous,gray,False,none,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,several,urban
edible,flat,smooth,gray,False,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,abundant,grasses
edible,convex,scaly,yellow,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,meadows
edible,bell,smooth,white,True,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,meadows
poisonous,flat,scaly,brown,True,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,urban
edible,convex,smooth,white,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,numerous,meadows
poisonous,flat,smooth,brown,True,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,several,urban
edible,convex,scaly,white,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses
edible,convex,scaly,yellow,True,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,meadows
edible,flat,scaly,yellow,True,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,brown,scattered,paths
edible,convex,scaly,brown,True,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,brown,scattered,paths
edible,flat,scaly,brown,True,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,brown,solitary,grasses
edible,convex,scaly,white,True,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,meadows
edible,flat,fibrous,brown,False,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses
edible,convex,smooth,yellow,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,meadows
poisonous,convex,scaly,white,True,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses
edible,bell,scaly,yellow,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,meadows
edible,sunken,fibrous,brown,False,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,several,urban
edible,convex,smooth,yellow,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,meadows
edible,bell,scaly,white,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,numerous,meadows
edible,flat,scaly,brown,True,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,black,scattered,grasses
edible,bell,scaly,yellow,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,meadows
edible,bell,scaly,white,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses
edible,convex,scaly,brown,True,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,brown,solitary,paths
edible,flat,fibrous,gray,False,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,solitary,urban
edible,convex,fibrous,gray,False,none,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,urban
edible,bell,scaly,yellow,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses
edible,convex,smooth,yellow,True,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,meadows
edible,bell,scaly,white,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses
edible,convex,smooth,white,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,meadows
edible,bell,smooth,yellow,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,meadows
edible,convex,smooth,yellow,True,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,meadows
edible,convex,fibrous,gray,False,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,black,scattered,grasses
edible,flat,smooth,yellow,True,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods
